שלבי בנייה
שלב מקדים
עבודות עפר
מרתף
יסודות+ כלונסאות
שלד הבניין
עבודות בנייה
עבודות טייח
עבודות איטום
עבודות קדם ריצוף
עבודות ריצוף וחיפוי
עבודות חשמל 
עבודות אינסטלציה
